class,text
Q,"Reported to be double-blind, however unclear whether or how the person assessing outcomes was blinded."
P,"Research assistant unaware of the study hypothesis. Different treatment groups may not be obvious, as both groups received IV PCA opioid"
P,Research assistants abstracting data were blinded to the group to which theparticipant was assigned.
P,Research assistants conducting follow-up were blind to intervention condition (p. 1235)
P,Research assistants who assessed weight and height were blinded to allocation
P,Research assistants who were unaware of the intervention status implemented study procedures.
P,"Research assistants, blinded to study group status, collected participant data at all time points"
P,Research associate blind to randomisation
P,Research personnel blinded to randomization
P,Researchers 'unaware' of allocation
P,Researchers blinded
P,Researchers blinded
Q,"Researchers blinded, method not reported"
N,Researchers collecting measures not blinded.
Q,Researchers did not specify if observers were blinded
P,researchers obtaining data from data bases were blinded to group allocation
P,Researchers who were blinded to allocated intervention contacted the participants (p. 3)
N,Response reviewed through investigator panels. No information on toxicity and quality of life assessments
P,Results relied on external administrative data.
Q,Reviewers attempted to remain blinded
P,Reviewers blinded
P,Reviewers blinded by strapping of thighs before review
P,Reviewers blinded by strapping thighs prior to review
P,Reviewers blinded except when mesh exposure occurred
P,Reviewers blinded; participant-completed questionnaires; data entry blinded to randomisation
N,"Reviewers non-blinded, participant-completed questionnaires"
N,"Reviewers not blinded, participant-completed questionnaires"
N,"Reviewers surgeon 1/3, non-surgeon ⅔ Woman-completed questionnaires"
N,"Reviewers: surgeon 1/3, non-surgeon 2/3Participant-completed questionnaires"
P,Said that research assistant and lab assistant performing outcome assessment remained blinded until end of study
P,Say specifically that outcome assessors were randomly assigned and that they were blinded to allocation
Q,Says it is double blind study. Blinding of participants explained but not for personnel and outcome assessors.
Q,"Says it is double blind. 'Same injection interval and dose kept constant', no other information."
Q,Says it is double blind. Injections were given by a nurse who did not participate in assessments. Blinding of participants not explained. No information on test of blinding.
Q,Says research assistants conducted the test. Does not indicate if they were blinded
Q,Says trial is double blind. No other information given.
P,See aa Jackson 2010a
P,See above
Q,See above
Q,See above
Q,See above
N,See above. The assessment of job loss was assessed by participants' self report and judged low risk of bias.
P,See Atkin 2010
P,See Ho$ 2009
P,See Kronborg 2004
P,See Kronborg 2004
P,See Linndholm 2008
P,See Mandel 1993
P,See Mandel 1993
P,See Scholefield 2002
P,See Segnan 2011
P,See Skowron 1966a and Skowron 1966b
P,See Thiis-Evensen 1999
N,Selection not related to intervention or outcome.
P,Self report measures were used for subjective outcomes
Q,Self report measures were used for subjective outcomes
N,Self-reported behaviours
Q,Service use (hospital and nursing home service use) was derived from the VA’s national computerised workload monitoring systems. Blinding not reported. Costs were determined using VA’s standardised Cost Distribution Report
Q,"Service use (hospitalisation) was obtained from agency records and the state Department of Mental Health database. Blinding not reported Accomodation, legal involvement, and education outcomes were self reported and verified by case managers. Blinding not reported"
Q,"Service use (hospitalisation), housing (homelessness, temporary housing): source of data and blinding not reported"
Q,"Service use (hospitalisations), social functioning (accomodation status, employment, police and legal involvement), behaviour (self harm and harm to others): collected and reported by the case manager. Blinding not reported"
Q,"Service use (rehospitalisations, hospitalbased ambulatory services) and mortality derived from the shared medical billings systems. Blinding not reported"
Q,Service use and appropriate living conditions collected from records. Blinding not reported
N,"Service use and housing status were assessed in face-to face interviews, protocols were used. Interviewers not blinded"
Q,"Service use data were obtained from service agencies, claim records, and participant self report. Services provided. Blinding not reported Homelessness, income, alcohol consumption self reported."
Q,"Service use, costs, convictions/imprisonment, and mortality were collected by independent researchers. Blinding not reported"
Q,"Service use, income, and accomodation data were collected using the Client Service Receipt Interview. Information was also taken from case records on frequency and duration of input from CPNs. Blinding not reported"
Q,"Service utilisation (emergency and inpatient services): data collected from patient records. Blinding not reported Participant’s quality of life, size of social networks, and their relatives’ burden of care self reported"
P,Sham or inactive probe
P,"Since the outcome assessments (VAS pain and Lequesne function) were made by the participants themselves using questionnaires, we considered the sham arm of this trial to have been both participant and outcomes assessor blinded."
P,"Since the outcome assessments (WOMAC pain, function and total) were made by the participants themselves using questionnaires, we considered the sham acupuncture arm of this trial to have been both participant and outcomes assessor blinded."
Q,Single
P,Single
P,Single blind (uninvolved researcher responsible for randomisation); rater remained blind until final assessment.
Q,Single blind study - assessment was conducted by physicians who were unaware of treatment condition
N,"Single blind: ""observer blinded design."""
Q,"Single blind: participants were blinded to the intervention. Quote: 'the attending physician knew only that the patient was given either chlorpromazine or 
pimozide, which had been pre-packaged for each patient', and 'drugs were administered separately by a single-blind procedure' (p19). Whether blinding has 
been successful has not been tested."
N,"Single blinded. ""The patients were blinded but the operators were aware of the content of the solution."""
P,Single blinding (participants were blinded by covering the points with flexible dressing)
Q,Single blinding but some outcomes were self assessed
Q,Single blinding but some outcomes were self-assessed
Q,Single-blind – however the author did not state who had been blinded.
Q,Single-blind study - assessment was conducted by physicians who were unaware of treatment condition
P,Single-blind study design
P,Single-blind study design
P,"Single-blind, assessors were masked to treatment."
N,Single-blinded - outcome assessor blinded
N,Single-blinded - women were blinded to the assignment because they were not told how many injections each group would be receiving
Q,Single-blinded study but some outcomes were self-assessed
Q,Single-blinded trial (cytologist blinded) but some outcomes were participant-assessed
Q,Single-blinded trial but some of the outcomes were participant-assessed
Q,Single-blinding
Q,"Single, but not tested"
P,"Some key study personnel probably not blinded, but, outcome measurement are not likely to be influenced by the lack of blinding of outcome assessment"
Q,Some of the outcome assessors were blinded to the treatment protocols but unclear whether clinician-assessed outcomes were blinded
Q,Some of the personnel were blinded (pre-ET US examination); no information on blinding of either participants or outcome assessor and non-binding of outcome assessor could influence some of the outcome measures
Q,Some outcome assessors (pathologist) were blinded; unclear whether participants were blinded as some outcomes were self assessed
P,"Some outcomes assessed by participants who were blinded. Adverse events, symptoms and other outcomes assessed by investigators who also were blinded. Also endometrial biopsy results assessed by “two independent pathologists who were masked to treatment group and each others' interpretation"
P,"Some outcomes were assessed by participants (adverse events, symptom scores) and participants were blinded"
Q,Some outcomes were self-assessed but unclear whether other outcome assessors were blinded
Q,Some outcomes were self-assessed but unclear whether other outcome assessors were blinded e.g. the pathologists
P,"Sonographerwasnotblinded;Primaryoutcomeswerereviewed byacentral,independent, blinded adjudication committee"
Q,Source of data and blinding not reported for mortality and service use. Raters were not blinded for mental state and social functioning outcomes
Q,"Source of data not reported for service use (hospitalisations, emergency room visits, outpatient visits for general medical care) , social functioning (homelessness, incarceration). Blinding not reported for mental state Quality of life and health survey self reported."
P,Staff members who collected data unaware of participants' HIV serostatus
P,Stated as “double blind” (for participant- and clinician-assessed outcomes)
Q,Stated double blind but no details.
Q,Stated that contents of envelopes were known only to medical staG who were not involved with the trial. Not reported whether the outcome assessor was blinded; however non-blinding was likely to influence some of the outcome measures
Q,"States ""in the double-blind mode"" - no additional details"
Q,"States ""the co-trimoxazole and placebo were supplied in ampoules containing 3 mls fluid...the placebo ampoule contained saline solution""; no information on outcome assessor"
Q,"States ""the placebo was a...material...with the identical appearance of the active drug""; no information on outcome assessor"
P,"States ""vial and colour of the solution being indistinguishable...the observer was unaware of the antibiotics used..."""
Q,"States as blinded for participants, but not clear if blinded for practitioners; no information on outcome assessor"
Q,States design was double blind. No other information given. No test for blinding.
Q,States it is a double-blind comparative trial. No other information given.
Q,States it is double blind study. No other information given.
Q,"States that ""a double-blind clinical evaluation was performed."" No information on outcome assessor reported"
Q,"States that ""ampoules of apparently identical fluid..."" were administered; no additional details on outcome assessor were reported"
P,"States that ""participants, their physicians and all investigators were blind to the allocation throughout the study"""
P,"States that ""patients and investigators were blind to the allocation throughout the study"""
P,"States that ""the code identifying placebo or active drug was broken only after the patient had been discharged and the clinical summary sheets...completed"""
Q,"States that ""the placebo group received the placebo with the saline in the same manner""; no details reported on outcome assessor or evaluation of participants"
P,"States that ""the study was so designed that the medical and nursing personnel would not be aware of the group allocation of the patients studied"""
P,"States that ""the study was so designed that the medical and nursing personnel would not be aware of the group allocation of the patients studied"""
Q,States that conduct of study was as described in Mathews 1977 (see above)
N,States that study was unblinded; the investigators presented the intervention to the participants
P,Statiscial analyst blinded to treatment allocation until after the final report was produced
P,"Statisiticians were blinded, although it was not clear if person for data entry was blinded as well"
Q,"Status of data collectors, outcome assessors, and data analysts was not mentioned."
P,Students not informed that outcome assessments were linked to the SFC
P,Students not informed that outcome assessments were linked to the SFC. Authors noted that they did not observe a difference between groups regarding inconsistent response patterns over time (e.g. backward transitions for lifetime use)
P,Students told that the jury of the competition were not informed of the results of the study and that registration for the competition was conducted independently of the study evaluation
N,Students’ self-reporting of smoking status may have been influenced by knowledge that they were in a competition for prizes. Note large numbers of ever-smokers at baseline denying ever smoking at follow-up. Statistically significantly more in intervention vs control (24% vs 16%)
P,"Study authors stated that ""..... investigators were blinded to the treatments""."
Q,"Study described as double-blind, trial pharmacist dispensed medications but unlikely to have conducted outcome assessments, however this is unclear"
N,Study does not involve any blinding.
N,Study does not involve any blinding.
N,Study does not involve any blinding.
P,Study drug administrator was the only person to contact IVRS to receive medication number and was not allowed to communicate patient-related information to study site personal or to perform any efficacy and safety assessment. Patient and staC performing study-related procedures were to be precluded from seeing the contents of syringe or observing the injection.
P,Study investigators and analysts were masked until data handling and analysis decisions were finalized (p. 447)
P,Study investigators were blinded to computer algorithm group A vs group B allocation; statisticians were blinded to allocation.
P,Study investigators who assessed cause of death and pathologists were unaware of group allocation
P,Study investigators who assessed cause of death and pathologists were unaware of group allocation
N,"Study is described as non-blinded in the title, however in the discussion comments that ""the main limitation of our study was that it was not double-blinded, as we were unable to prepare a placebo with identical appearance and texture to the EMLA gel in our laboratory."" This suggests that the operator would not be blinded, the participant may have been."
Q,Study is double-blinded but who was blinded is not mentioned
Q,Study is double-blinded but who was blinded is not mentioned
N,Study is double-blinded but who was blinded is not mentioned
Q,Study is double-blinded but who was blinded is not mentioned
Q,Study is double-blinded but who was blinded is not mentioned
N,"Study not blinded. ""Each patient record will be evaluated for evaluation and response in regular meetings of the Group. Patient's original record and radiological documents have to be available at this time"""
P,"study not described as blinded, but clearly designed subject-blinded"
P,"study not described as blinded, but clearly designed subject-blinded"
N,"Study participants were not blinded, but outcome assessors were blinded."
N,"Study participants were not blinded, but outcome assessors were blinded."
N,Study reported as open label.
P,"Study was placebo-controlled. Placebo not described in the report but investigator reported that: ""The placebo was also prepared by the company and tablets resembled the active treatment."""
N,"Study was unblinded, outcomes included adverse events and biochemical markers. Potential for bias as assessors not blinded to treatment allocation."
Q,"Subjective outcomes included participant satisfaction, however the measures used and the methods of data collection were not reported"
P,Subjective outcomes were not used in this study
Q,Subjective outcomes were not used in this study
N,Sufficient information is not provided. Assumed to be no blinding. Outcomes susceptible to bias from assessor
N,Surgeons evaluated
N,Surgeons evaluated
Q,"Suspected NEC diagnosis was clinical and therefore was potentially subject to bias. However, it is unclear whether outcome assessors were among the care providers who were not blinded."
Q,"TD related and mental state outcomes: ""double-blind"". ""All ratings were administered without knowledge of the study status of the individual subject. Patients were videotaped during the research nurse's rating on visits 1 and 4. These tapes were subsequently rated by a senior psychiatric resident who administered the AIMS and counted the frequency of abnormal movements of the most severely affected anatomical region as determined by the study psychiatrist during the baseline assessment"". Details of blinding not reported."
P,"TD symptoms' outcomes: ""The patients were randomly assigned to receive placebo or melatonin 2mg/day, supplied in identical tablet form by Neurim Pharmaceuticals...Both patients and physicians were blinded to the group allocation and all medications were dispensed by the center's pharmacy and added to the patients' regular treatment regimens"". ""The same investigator... rated the individual patients throughout the trial."""
P,Team monitoring postop pain blind to treatment group
Q,Technique not described
P,Telephone assessors blinded
P,Telephone surveys (HAMD) by psychologists blinded to arm of trial
P,The 2 evaluators of radiographs were blinded.
Q,The assessment of outcomes was not explicitly stated to be blinded
Q,The assessment of outcomes was not explicitly stated to be blinded
P,"The assessors of qualitative fit testing were blinded to the group (i.e. A, B or C) of the participant tested"
P,The assessors were blinded to treatment group.
P,"The attending surgeon, assistants and patients were unaware of the content of the solution, which had been prepared by an operating room nurse"
Q,The authors did not clearly state whether blinding was used or not
P,"The authors did not describe whether the patients were blinded or not. However, they clearly reported that ""the CT images were appraised by two observers who did not know which patient received erythromycin therapy"". Therefore, we considered that the outcome assessors were blinded. The nonblinding of participants was unlikely to introduce bias as the results were objectively assessed by outcome assessors"
Q,The authors did not mention whether the blinding method was used or not
N,"The authors did not state whether the outcome assessors were blinded to the allocation, however blinding seems unlikely, as the modality of intervention was completely different (chloral hydrate given orally or music therapy with music therapist). As the outcomes collected included child’s level of sleep/sedation during procedure, time to achieve sleep/sedation, and length of sleep/ sedation, some of which required a subjective assessment, non-blinding of personnel could have influenced the care of the participants and outcomes. Medical residents or music therapy interns who recorded the outcome data were not blinded to the allocation, as they collected the data before, during, and after the EEG procedure, which would have included witnessing the music therapy taking place."
P,The authors do not report if the assessment was blinded. However as the outcomes are death and viral load lack of blinding is unlikely to be a major source of bias.
N,The authors were not blinded to the allocated interventions
N,The authors were not blinded to the allocated interventions
N,The authors were not blinded to the allocated interventions
P,The BF follow-up data were collected by a research assistant who was blindedto the participants’ group allocation.
Q,"The BPRS was completed by a psychiatric nurse who was blind to the intervention. However, it is not reported whether the rater for CGI and adverse effects was blinded."
P,"The clinical raters were blind to the treatment condition and had a separation to the rTMS treating physician, who was not in the lab while the TMS lab manager, not involved in rTMS treatment session, set up the real or sham coil"
P,The clinician assessing outcomes was masked to treatment.
P,The clinician assessing therapeutic efficacy was masked to treatment.
P,The codes of the 2 groups were kept confidential and sealed with a person unrelated to the trial and opened only after analysis of the outcome variables of the groups had been completed.
P,The duloxetine and placebo capsules were identical in appearance to maintain the blinding. Participants and investigators were kept blinded to the rescue criteria and dose increase; site personnel entered the major depressive disorder status at baseline and the CGI-I for Depression scores through IVRS at every visit
P,the endoscopists were blinded to the treatment type and any clinical information related to the patients
P,The evaluating physician had no knowledge of the treatment group to which any of the children belonged
P,The follow-up interviewers were blind to patients’ study groups (p. 359)
N,"The healthcare providers and researcher, not blinded to group allocation, were involved in data collection"
P,The hysteroscopist and woman were blinded
P,The independent investigators who assessed outcomes were blinded to group allocation
Q,"The investigator stated that ""all the tests and surgeries were conducted by the same physician"", thus the outcome assessor (i.e., the physician) were aware of the interventions."
N,"The investigator was aware of the treatment that each participant had received because GC shows no radiographic contrast; at 5 years, the 2 investigators were not independent (Jesslen 1995)"
P,The investigator was masked
N,"The investigators assessing outcomes and statistician were blinded to the treatment assignment. Placebo was not used, so women and clinician who performed the intervention knew pre-medicated women"
P,The investigators were unaware of the trial allocation during the assessment of death certificates
P,"The investigators, study subjects, and study site personnel were blinded to treatment allocation."
P,"The mother fed the child and there is no mention of blinding. However, this is an objective measure of intake, and therefore low risk of detection bias"
N,"The nurse administering the immunisation was unblinded. This study nurse also “examined the vaccine injection site and evaluated the subjects for clinical signs and symptoms of influenza virus infection on 4 of the first 7 days, and 2 and 4 weeks after vaccination.”"
Q,The nurse administering the immunisation was unblinded. Unclear who did the follow-up checks on the days following vaccination
N,The nurse-midwives were informed about which group (control or experimental) the woman was allocated to by the researcher when the woman was in the expulsive period
P,The observer was masked
P,"The outcome (mean grams of cookies eaten) was objectively assessed, so that blinding of outcome assessment was not applicable in this study"
P,"The outcome (mean number of drinks sold) was objectively obtained from electronic data, so that blinding of outcome assessment was not applicable in this study"
P,"The outcome (proportion of high energy drinks and snacks purchased) was objectively obtained from electronic data, so that blinding of outcome assessment was not applicable in this study"
Q,"The outcome assessment was done by the midwife who performed the birth, and thus not blinded, but to counter this potential bias, a random 25% of the study births had a 2nd midwife observer present (additional information by contact with the study author)"
N,"The outcome assessments (WOMAC pain, function and total) were made by the participants themselves, by completing questionnaires; because the participants knew which group they were in, they could not be blind for outcome assessment."
P,"The outcome of the healing process was evaluated by 2 independent assessors, who were not involved in the surgical procedure"
P,"The parents, physicians, and investigators did not know the content of the preparation that was dispensed. Interventions were packed in small plastic containers marked A, B, C, and D and distributed to the paediatric community clinics. Silan date extract was used as a placebo because its structure, brown colour, and taste are similar to that of honey."
P,"The parents, physicians, and investigators did not know the content of the preparation that was dispensed. Interventions were packed in small plastic containers marked A, B, C, and D and distributed to the paediatric community clinics. Silan date extract was used as a placebo because its structure, brown colour, and taste are similar to that of honey."
P,"The participants were blinded as to the randomization status, the waiting list control group necessarily knew their randomization status. Both TA and SA groups were required to wear eye covers throughout the treatment The treating acupuncturists were unblinded, to know whether to deliver TA or SA Comments: nothing mentioned concerning the blinding of the outcome assessors"
P,The participants were evaluated by 3 doctors who did not have knowledge about the treatment allocation
N,"The primary outcome was number of activity of daily living problem identified, which were generated by the patient and their therapist, both of whom were aware of group allocation. Two of the secondary outcomes were self-reported by the patient"
N,"The primary outcome was the BDI, which is a self report measure"
P,The project was blinded in that the physician who saw the the patients for the initial examination and the 4-month followup did not know which group each patient was in. The same physician saw all the patients in both groups throughout the study. The blinding was broken in about 10% of the cases
P,The radiologist was blinded about the study and groups of participants.
P,The rater was blinded to the rTMS therapy
Q,"The researchers collecting the outcome data were not involved in delivery of the interventions and were blinded to group allocation (author communication). However, a number of the outcome measures used were based on selfreport by participants who were not blinded to group allocation"
Q,"The risk of bias in the primary outcome measure of neurocognitive function is likely low as the manuscript reports that the examiners administering the neuropsychological tests were blinded to the medication received, but the blinding procedure was not described. Patient self-evaluation on cognitive function is highly biased as they were not blinded to their treatment."
N,The same investigator performed all measurements and was presumably unmasked to treatment assignment
N,The self-completed questionnaire introduced a possible bias
N,"The study dietitian [who coordinated the data collection] was blinded to goal assignment' (p.85), however outcomes related to dietary intake were entirely based on patient self-report, who were not blinded to group allocation.Other outcomes (e.g. physical activity and self-efficacy) were also back on patient self-report"
N,The study was open-label
P,The study was rater-blinded.
P,"The therapist who completed the ICF classification, initial goal setting, and goal evaluation with all patients was blinded to group allocation (author communication)"
P,The trained interviewers who assessed occupational respiratory symptoms were blinded to the interventions
P,The trained observers were blinded to the participants’ group assignment
P,The treating physicians were blinded to the randomisation status
P,The treating physicians were blinded to the randomisation status
P,"The trial maintained blinding by using over-encapsulated duloxetine and pregabalin capsules, matching placebo and an identical dosing regimen for all groups in terms of numbers and timing of capsules"
N,The trial was not blinded to participants and study staG
N,The trial was open-label to participants and study staG
P,Therapists collecting data were unaware of expectations and projected outcomes as well as the treatment assignment of the participants' (p.217)
N,"There is no blinding to group allocation of participants described, and because self-reported measures at high risk of detection bias"
Q,There is no indication whether the mother who fed the child and weighed the food was blinded to group allocation. Given the food was weighed by the mother the risk of detection bias is unclear
Q,There is no mention of appearance of the injection content.
N,There was no blinding
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
P,"There was no blinding, but we judged that lack of blinding was not likely to influence the outcome"
Q,This information was not available
Q,This is not stated anywhere in the article
Q,This study did not address this outcome.
Q,This study did not address this outcome.
N,"This study was described as an open randomised trial, so no blinding was used."
N,"This study was described as an open randomised trial, so no blinding was used."
P,This was a double-blind placebo-controlled trial.
P,"This was a double-blind RCT, but the details of blinding and how it was maintained had not been described in the report."
P,This was a double-blind study.
N,This was an open-label study.
N,This was an open-label trial.
N,this was not a blind study
Q,This was not mentioned
Q,This was not mentioned
Q,This was not mentioned
Q,This was not mentioned
Q,This was not reported.
Q,This was not reported.
Q,This was not reported.
Q,This was not reported.
Q,This was not reported.
Q,This was not reported.
P,To assessor
P,"to maintain blinding, the active and placebo tablets were identical in terms of appearance, taste and smell, as well as packaging and labelling"
Q,Tong 2014 noted that methods of blinding were not adequately described in the study.
Q,"Training mentioned, blinding not mentioned"
Q,"Transcripts of each participant's recall was scored by a trainee clinical psychologist not involved in the research study and who was blind to the condition of the participant's response' (p.110). However, the participants were not blinded to group allocation, and the outcome measures were based on self-report"
N,Treating physician not blinded as this was the person to allocate the participants.
P,Treatment allocation was concealed to outcome assessors and investigators analysing data
N,Treatment and control groups were given their pills on different days of the menstrual cycle
P,Treatment efficacy evaluated by personnel blinded to treatment
P,"Trial described as a single-blind study, with pulmonary assessments, ALSFRS-R, SAQLI, and SF-36 repeated every 3 months by a blinded clinical evaluator"
Q,"Trial described as double blind and placebo-controlled. However, the trial is only reported as a letter, and the type of placebo (or mode of administration) is not described."
P,"Trial was blind to patient, nurse and doctor. No information on test of blinding though."
Q,"Tried to blind testers, but they noticed differences. However, they did switch testers around to avoid bias"
P,Two blinded examiners independently evaluated all radiographs at 4.3× magnification with the use of surgical magnification loupes
P,Two blinded examiners independently evaluated radiographs at 4.3× magnification with magnification loupes
P,Two evaluating radiologists and 2 vascular surgeons were blinded for preprocedural and postprocedural angiographies.
P,"Two independent therapists, who were blind to the subjects' group assignment, rated the participants' (p.1034)"
Q,"Ultrasound assessment performed by blinded investigators. However, not reported if participants and investigators evaluating all other events were blind to study treatment."
P,Ultrasound was performed by a blinded operator; cause of death adjudicated by a blinded physician and all outcomes evaluated by a blinded committee
N,Unable to be blinded
N,"Unable to blind participants, due to different regimens It is unclear whether or not personnel were blinded Potential knowledge of treatment may have influenced the primary outcome of MBL which was measured by PBAC"
N,Unblinded
N,Unblinded
N,Unblinded
N,Unblinded
N,Unblinded
N,Unblinded
N,Unblinded
N,Unblinded
Q,Unblinded
N,Unblinded
N,Unblinded (study author provided information)
N,Unblinded independent pain team: Physician and physical therapist conducted assessments
N,Unblinded research assistant
Q,"Unblinded study but comparison was between 2 known effective antidepressants and not placebo, therefore may not have biased the study outcomes."
N,Unblinded.
Q,Unclear
Q,Unclear
Q,Unclear
P,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear
Q,Unclear description of blinding methods
Q,Unclear description of blinding methods
Q,Unclear for height and weight. Low risk for cognitive as they were blinded
Q,"Unclear for primary outcome, reported as done for secondary outcomes"
Q,Unclear from text
Q,Unclear if assessors were masked to the randomisation result
Q,Unclear if outcome assessment blinded
Q,Unclear if outcome assessor blinded
Q,Unclear if outcome assessor was blinded (p. 157).
Q,Unclear if outcome was assessed blindly
Q,Unclear if outcome was assessed blindly.
Q,Unclear if outcome was assessed blindly.
Q,Unclear if outcomes were assessed blindly
Q,Unclear if successful - not tested.
N,Unclear in the paper whether there was blinding of outcome assessment. Further details provided by the author suggested it was not possible to fully blind allocation because the sachets were different for IG and CG and there is possibility that enumerators could remember assignment.
Q,Unclear whether other outcome assessors e.g. the pathologists were blinded or not
Q,Unclear whether other outcome assessors such as the pathologists were blinded
Q,Unclear whether other outcome assessors such as the pathologists were blinded
Q,Unclear whether other outcome assessors such as the pathologists were blinded or not
Q,Unclear whether outcome assessor was blind to group allocation
Q,Unclear whether outcome assessors other than the participants were blinded e.g. the pathologists
Q,Unclear whether outcome assessors such as the pathologists were blinded or not
Q,Unclear whether outcome assessors were blinded.
Q,Unclear whether the assessment team were blinded.
Q,Unclear who measured outcomes
Q,Unclear who measured outcomes and whether they were blinded
Q,Unclear who performed the assessments and whether they were blind
Q,Unclear who performed the evaluations
Q,"Unclear, no details"
Q,"Unclear, no details"
Q,"Unclear, no details"
Q,"Unclear, no details"
Q,"Unclear, no details"
Q,"Unclear, no details"
Q,Unclear; participants only blinded
Q,Unreported
Q,Unreported
Q,Unreported
Q,Unreported
Q,Unreported
Q,Unreported
Q,Unreported
Q,Unreported
N,US or CT operator/radiologist was not blinded to patient allocation.
P,Used HAM-D as an outcome measure. This is rated by clini-cians. Every effort was made to ensure that clinical raters wereunaware of participants’ treatments groups after allocation
P,Used HAM-D as an outcome measure. This is rated by clini-cians. Every effort was made to ensure that clinical raters wereunaware of participants’ treatments groups after allocation
P,"Vaccinators took no further part in the study and did not participate in follow-up data collection, so outcome assessment was double-blind"
P,Vaccine and placebo syringes were identical in appearance except for the allocation numbers.
Q,"Vegetable and fruit intake: 2 observers independently recorded the number of pieces of vegetables or fruit selected by each child. However it is unclear whether these observers were blinded to condition and whether this influenced detection bias. This was observation of the number of pieces of fruit or veg selected and eaten by each child, and weight of any uneaten pieces of fruit/veg on the plate at end of meal. It was assessed by 2 independent observers, but it is not clear if they were blinded or not. Childcare staff sat at table with children and passed around fruit & veg bowls but were unaware of the study hypotheses"
P,Vegetable consumption: Objective measure of child’s vegetable intake and unlikely to influence detection bias
P,"Vegetable crisps intake (objective): The outcome was vegetable chip and dip intake (each assessed separately) by weighing amount before and after consumption. It is not clear who (i.e. researchers or daycare centre staff) weighed the chips & dip, and whether or not they were blinded. Blinding of outcome assessors unlikely to influence outcome"
P,Vegetable intake (objective measure): Children’s vegetable intake was measured by weighing their plates before and after dinner (left-overs). There is a low risk of detection bias
P,Vegetable intake (objective) Food was weighed to determine intake and staff were blinded to the target vegetable being offered to the children
P,"Vegetable intake (objective) Food was weighed to determine intake, but it is unlikely to be influenced by whether the researchers were blinded to condition"
P,Vegetable intake (objective): Objective measure of child’s vegetable intake and whether those who weighed the food were blinded is unlikely to have an impact on detection bias
P,Vegetable intake (objective): Outcome was pre-post weight of soup bowl assessed by researcher. Researchers were not blinded to group allocation (as they served the soup (2 x green soups varying in energy intake)) and researcher was not present in room during consumption of soup
Q,"Vegetable intake (weighed):Objective measure of child’s vegetable intake and unlikely to be influenced by detection bias Parent reported fruit and vegetable consumption:There is no blinding to group allocation of participants or personnel described and these are self-reported measures. However, “Researchers did not inform parents regarding which foods were presented to the children.”"
P,Vegetable intake The experimenter counted the number of pieces of each snack eaten and therefore given it is an objective measure unlikely to be influenced by detection bias
N,Vegetable intake was determined by weighing vegetables and therefore low risk of detection bias.
P,Vegetable intake: Intake was weighed and therefore it is unlikely that this would be influenced by detection bias
P,Vegetable intake: Objective measure of child’s vegetable intake and unlikely to be influenced by detection bias
P,Vegetable intake: Researchers recorded the number of pieces of each food item taken by the child and it is unlikely that this would be influenced by detection bias
N,Vegetable intake: There is no mention that the parents were blinded and they were cutting and offering the pieces to the child and so at high risk of detection bias
P,"Vegetable intake: This is objective assessment. Parents would be unable to determine study group from feeding the child, and therefore this would be unlikely to influence the outcome"
P,Venograms were interpreted by a blinded central reader as well as a local radiologist; disagreementsresolvedbyasecondblinded interpretation
P,"Venograms, X-rays and V-Q scans evaluated after the study by a blinded specialist"
P,"Volunteers who responded to an invitation through mass-mailing were randomised using a central block-randomisation process stratified according to screening centre, age and gender"
P,Ward nurses blinded to treatment groups
P,was not aware
N,"WBI Scores could not be blinded because feedback on these scores was conducted as part of the group-based intervention. Quality of Life Scale scores were single-blinded 'that is the subject's knew their condition but the rater did not' (author communication), however this outcome was self-reported by participants who were not blinded to group allocation"
N,When practicable the attending midwife was asked to obtain an independent perineal assessment from a caregiver not involved in the birth.
